"net1","net2","mean_full","mean_pos","mean_neg","n_edges","subject","condition"
"Limbic","SomMot",-0.0533777851925079,0.124196926784859,-0.146025461006786,420,"sub-004","PLCB"
"Limbic","DorsAttn",-0.0370377807667721,0.121770848286286,-0.148984847148436,312,"sub-004","PLCB"
"Limbic","SalVentAttn",0.0364688865097786,0.153516027228254,-0.129974295245851,264,"sub-004","PLCB"
"Limbic","Limbic",0.228563677342357,0.258260748280302,-0.0684070320370995,66,"sub-004","PLCB"
"Limbic","Cont",0.0719809538519488,0.175541554840749,-0.127562643175252,360,"sub-004","PLCB"
"Limbic","Default",0.161591611924639,0.243040592167855,-0.102804308557187,552,"sub-004","PLCB"
"Limbic","Subcortex",0.133035427767385,0.204222527417713,-0.0897113033965435,384,"sub-004","PLCB"
"Cont","Vis",-0.0658817838212394,0.128682328195932,-0.148356587442266,870,"sub-004","PLCB"
"Cont","SomMot",-0.0965874982609317,0.101094819081884,-0.159667031684393,1050,"sub-004","PLCB"
"Cont","DorsAttn",0.0927959487526869,0.233832174035698,-0.126850631606101,780,"sub-004","PLCB"
"Cont","SalVentAttn",-0.00278194091318648,0.163909107503838,-0.140844609823686,660,"sub-004","PLCB"
"Cont","Limbic",0.0719809538519488,0.175541554840749,-0.127562643175252,360,"sub-004","PLCB"
"Cont","Cont",0.356712006514839,0.426981151675689,-0.10928337718343,435,"sub-004","PLCB"
"Cont","Default",0.0837155336095658,0.230441765840966,-0.145220943768185,1380,"sub-004","PLCB"
"Cont","Subcortex",0.124170537645096,0.172612476957319,-0.0721467953570738,960,"sub-004","PLCB"
"Default","Vis",-0.0678651255745121,0.141591917825518,-0.170604390437767,1334,"sub-004","PLCB"
"Default","SomMot",-0.100302896248712,0.124855692861677,-0.180026837388723,1610,"sub-004","PLCB"
"Default","DorsAttn",-0.0893850432194397,0.15931167893028,-0.183757847818353,1196,"sub-004","PLCB"
"Default","SalVentAttn",-0.0440773924841893,0.190892557055677,-0.18896301632187,1012,"sub-004","PLCB"
"Default","Limbic",0.161591611924639,0.243040592167855,-0.102804308557187,552,"sub-004","PLCB"
"Default","Cont",0.0837155336095658,0.230441765840966,-0.145220943768185,1380,"sub-004","PLCB"
"Default","Default",0.256093775978887,0.363816957475267,-0.131709677408083,1035,"sub-004","PLCB"
"Default","Subcortex",0.0600512766614261,0.14952019001277,-0.0908050662886506,1472,"sub-004","PLCB"
"Subcortex","Vis",0.108190689907811,0.198935423603484,-0.103982248589266,928,"sub-004","PLCB"
"Subcortex","SomMot",0.204355181356463,0.266716840586684,-0.134691540665313,1120,"sub-004","PLCB"
"Subcortex","DorsAttn",0.138975495698552,0.187812917499571,-0.0848900015504125,832,"sub-004","PLCB"
"Subcortex","SalVentAttn",0.185488790497043,0.243864721335507,-0.0929931090766136,704,"sub-004","PLCB"
"Subcortex","Limbic",0.133035427767385,0.204222527417713,-0.0897113033965435,384,"sub-004","PLCB"
"Subcortex","Cont",0.124170537645096,0.172612476957319,-0.0721467953570738,960,"sub-004","PLCB"
"Subcortex","Default",0.0600512766614261,0.14952019001277,-0.0908050662886506,1472,"sub-004","PLCB"
"Subcortex","Subcortex",0.311723520334688,0.355437403448456,-0.0782043170401272,496,"sub-004","PLCB"
"Vis","Vis",0.253558267094053,0.324221813733652,-0.124050060261299,406,"sub-006","LSD"
"Vis","SomMot",0.0786382915047467,0.178824864393829,-0.135031220428451,1015,"sub-006","LSD"
"Vis","DorsAttn",0.0723635188953039,0.194436126402164,-0.142716789569165,754,"sub-006","LSD"
"Vis","SalVentAttn",0.0680197784420615,0.164973896542573,-0.113660010430969,638,"sub-006","LSD"
"Vis","Limbic",0.0830451719975313,0.161748835862267,-0.0918518588129917,348,"sub-006","LSD"
"Vis","Cont",0.0521061901627348,0.17195368747052,-0.142104513305905,870,"sub-006","LSD"
"Vis","Default",0.191401985247579,0.255044148342127,-0.10469587525163,1334,"sub-006","LSD"
"Vis","Subcortex",0.178557785770277,0.219684646787164,-0.0931491812757154,928,"sub-006","LSD"
"SomMot","Vis",0.0786382915047467,0.178824864393829,-0.135031220428451,1015,"sub-006","LSD"
"SomMot","SomMot",0.272200915818512,0.343956713374401,-0.0873028779968499,595,"sub-006","LSD"
"SomMot","DorsAttn",0.0884726688151141,0.213956489245952,-0.1299901269952,910,"sub-006","LSD"
"SomMot","SalVentAttn",0.096902694417055,0.232407202336805,-0.128625569629311,770,"sub-006","LSD"
"SomMot","Limbic",-0.0042330406402218,0.131043171109771,-0.136956871036441,420,"sub-006","LSD"
"SomMot","Cont",-0.0754345588420496,0.141226128745874,-0.183764902636011,1050,"sub-006","LSD"
"SomMot","Default",-0.00974376902557678,0.177353600714468,-0.196841138765621,1610,"sub-006","LSD"
"SomMot","Subcortex",0.032990359951428,0.147082406035656,-0.130104343670061,1120,"sub-006","LSD"
"DorsAttn","Vis",0.0723635188953039,0.194436126402164,-0.142716789569165,754,"sub-006","LSD"
"DorsAttn","SomMot",0.0884726688151141,0.213956489245952,-0.1299901269952,910,"sub-006","LSD"
"DorsAttn","DorsAttn",0.182784516689218,0.292654342820094,-0.137558831788756,325,"sub-006","LSD"
"DorsAttn","SalVentAttn",0.0834455743987707,0.200822681898259,-0.121964363725333,572,"sub-006","LSD"
"DorsAttn","Limbic",0.00876754898396996,0.124930626720449,-0.130300924362519,312,"sub-006","LSD"
"DorsAttn","Cont",0.0332083311887118,0.223304656762505,-0.192031852894522,780,"sub-006","LSD"
"DorsAttn","Default",0.0238610687349238,0.201686421340017,-0.176074007995137,1196,"sub-006","LSD"
"DorsAttn","Subcortex",0.0913300531460894,0.179252568866592,-0.11690748408668,832,"sub-006","LSD"
"SalVentAttn","Vis",0.0680197784420615,0.164973896542573,-0.113660010430969,638,"sub-006","LSD"
"SalVentAttn","SomMot",0.096902694417055,0.232407202336805,-0.128625569629311,770,"sub-006","LSD"
"SalVentAttn","DorsAttn",0.0834455743987707,0.200822681898259,-0.121964363725333,572,"sub-006","LSD"
"SalVentAttn","SalVentAttn",0.230496472457711,0.328428643445855,-0.133251591212539,231,"sub-006","LSD"
"SalVentAttn","Limbic",-0.0117328838266238,0.125765760414658,-0.131678509654125,264,"sub-006","LSD"
"SalVentAttn","Cont",0.135716779704411,0.281155213356828,-0.151229319123331,660,"sub-006","LSD"
"SalVentAttn","Default",0.0255982376463051,0.206876574611689,-0.169053091390296,1012,"sub-006","LSD"
"SalVentAttn","Subcortex",0.131386355036862,0.20480936887199,-0.104710402025797,704,"sub-006","LSD"
"Limbic","Vis",0.0830451719975313,0.161748835862267,-0.0918518588129917,348,"sub-006","LSD"
"Limbic","SomMot",-0.0042330406402218,0.131043171109771,-0.136956871036441,420,"sub-006","LSD"
"Limbic","DorsAttn",0.00876754898396996,0.124930626720449,-0.130300924362519,312,"sub-006","LSD"
"Limbic","SalVentAttn",-0.0117328838266238,0.125765760414658,-0.131678509654125,264,"sub-006","LSD"
"Limbic","Limbic",0.194105525711084,0.304198518206122,-0.149935075835907,66,"sub-006","LSD"
"Limbic","Cont",0.0409575258629298,0.207253526403163,-0.164588462382452,360,"sub-006","LSD"
"Limbic","Default",0.196280276227121,0.256333844283015,-0.0926089932628135,552,"sub-006","LSD"
"Limbic","Subcortex",0.145921568596018,0.190160396326377,-0.0711889859575878,384,"sub-006","LSD"
"Cont","Vis",0.0521061901627348,0.17195368747052,-0.142104513305905,870,"sub-006","LSD"
"Cont","SomMot",-0.0754345588420496,0.141226128745874,-0.183764902636011,1050,"sub-006","LSD"
"Cont","DorsAttn",0.0332083311887118,0.223304656762505,-0.192031852894522,780,"sub-006","LSD"
"Cont","SalVentAttn",0.135716779704411,0.281155213356828,-0.151229319123331,660,"sub-006","LSD"
"Cont","Limbic",0.0409575258629298,0.207253526403163,-0.164588462382452,360,"sub-006","LSD"
"Cont","Cont",0.2714312803795,0.363010069890697,-0.175324706289988,435,"sub-006","LSD"
"Cont","Default",0.142192688809732,0.299713817392033,-0.217855605092671,1380,"sub-006","LSD"
"Cont","Subcortex",0.153187341731739,0.203308283512003,-0.101224020975676,960,"sub-006","LSD"
"Default","Vis",0.191401985247579,0.255044148342127,-0.10469587525163,1334,"sub-006","LSD"
"Default","SomMot",-0.00974376902557678,0.177353600714468,-0.196841138765621,1610,"sub-006","LSD"
"Default","DorsAttn",0.0238610687349238,0.201686421340017,-0.176074007995137,1196,"sub-006","LSD"
"Default","SalVentAttn",0.0255982376463051,0.206876574611689,-0.169053091390296,1012,"sub-006","LSD"
"Default","Limbic",0.196280276227121,0.256333844283015,-0.0926089932628135,552,"sub-006","LSD"
"Default","Cont",0.142192688809732,0.299713817392033,-0.217855605092671,1380,"sub-006","LSD"
"Default","Default",0.41381478147354,0.442744291576535,-0.144354589925415,1035,"sub-006","LSD"
"Default","Subcortex",0.271689013309074,0.277283635432109,-0.0394580478412831,1472,"sub-006","LSD"
"Subcortex","Vis",0.178557785770277,0.219684646787164,-0.0931491812757154,928,"sub-006","LSD"
"Subcortex","SomMot",0.032990359951428,0.147082406035656,-0.130104343670061,1120,"sub-006","LSD"
"Subcortex","DorsAttn",0.0913300531460894,0.179252568866592,-0.11690748408668,832,"sub-006","LSD"
"Subcortex","SalVentAttn",0.131386355036862,0.20480936887199,-0.104710402025797,704,"sub-006","LSD"
"Subcortex","Limbic",0.145921568596018,0.190160396326377,-0.0711889859575878,384,"sub-006","LSD"
"Subcortex","Cont",0.153187341731739,0.203308283512003,-0.101224020975676,960,"sub-006","LSD"
"Subcortex","Default",0.271689013309074,0.277283635432109,-0.0394580478412831,1472,"sub-006","LSD"
"Subcortex","Subcortex",0.396770451588361,0.39938045840101,-0.0321406679569898,496,"sub-006","LSD"
"Vis","Vis",0.370291794486557,0.396653536005601,-0.0898404211185736,406,"sub-006","PLCB"
"Vis","SomMot",0.193587634627266,0.244135122813336,-0.104883247995239,1015,"sub-006","PLCB"
"Vis","DorsAttn",0.105237331292226,0.212289305479359,-0.121252795913609,754,"sub-006","PLCB"
"Vis","SalVentAttn",0.120764944401169,0.198187682412404,-0.101180237897706,638,"sub-006","PLCB"
"Vis","Limbic",0.00509540433953953,0.123063035368624,-0.1142360143315,348,"sub-006","PLCB"
"Vis","Cont",-0.0506628859665734,0.147988724889727,-0.150503332873626,870,"sub-006","PLCB"
"Vis","Default",0.0286723047589087,0.166840725375496,-0.129488331059436,1334,"sub-006","PLCB"
"Vis","Subcortex",0.109979548000255,0.188504347797433,-0.0995233763598054,928,"sub-006","PLCB"
"SomMot","Vis",0.193587634627266,0.244135122813336,-0.104883247995239,1015,"sub-006","PLCB"
"SomMot","SomMot",0.625348099536133,0.625348099536133,NA,595,"sub-006","PLCB"
"SomMot","DorsAttn",0.182799277792161,0.371799844848425,-0.197705175089325,910,"sub-006","PLCB"
"SomMot","SalVentAttn",0.266753816963016,0.337174228018618,-0.142681670324864,770,"sub-006","PLCB"
"SomMot","Limbic",-0.028830341877928,0.130599731887053,-0.160533446292477,420,"sub-006","PLCB"
"SomMot","Cont",-0.136211060014338,0.158681052234923,-0.244491757480864,1050,"sub-006","PLCB"
"SomMot","Default",-0.0411362773342591,0.174037469163295,-0.178742298515994,1610,"sub-006","PLCB"
"SomMot","Subcortex",0.13879039114159,0.233335030304587,-0.124401442204049,1120,"sub-006","PLCB"
"DorsAttn","Vis",0.105237331292226,0.212289305479359,-0.121252795913609,754,"sub-006","PLCB"
"DorsAttn","SomMot",0.182799277792161,0.371799844848425,-0.197705175089325,910,"sub-006","PLCB"
"DorsAttn","DorsAttn",0.191525370605728,0.349658943470221,-0.174763619600801,325,"sub-006","PLCB"
"DorsAttn","SalVentAttn",0.112396983272464,0.248609229688271,-0.129611182689602,572,"sub-006","PLCB"
"DorsAttn","Limbic",-0.0115958247942301,0.137902059623764,-0.153618814991325,312,"sub-006","PLCB"
"DorsAttn","Cont",0.0322594622075166,0.269945164443386,-0.21411449024063,780,"sub-006","PLCB"
"DorsAttn","Default",-0.0131984428331109,0.199865683380342,-0.184485289396868,1196,"sub-006","PLCB"
"DorsAttn","Subcortex",0.082913781256225,0.173357993841639,-0.121738417417437,832,"sub-006","PLCB"
"SalVentAttn","Vis",0.120764944401169,0.198187682412404,-0.101180237897706,638,"sub-006","PLCB"
"SalVentAttn","SomMot",0.266753816963016,0.337174228018618,-0.142681670324864,770,"sub-006","PLCB"
"SalVentAttn","DorsAttn",0.112396983272464,0.248609229688271,-0.129611182689602,572,"sub-006","PLCB"
"SalVentAttn","SalVentAttn",0.408259470460116,0.435521081303882,-0.0892649274386192,231,"sub-006","PLCB"
"SalVentAttn","Limbic",-0.0684144589164831,0.144714764228848,-0.166147749088099,264,"sub-006","PLCB"
"SalVentAttn","Cont",0.08828710231294,0.273867379462892,-0.181459694585318,660,"sub-006","PLCB"
"SalVentAttn","Default",-0.0830960237589588,0.209658783104274,-0.223481369740158,1012,"sub-006","PLCB"
"SalVentAttn","Subcortex",0.150088377151012,0.217804634295992,-0.115567708571605,704,"sub-006","PLCB"
"Limbic","Vis",0.00509540433953953,0.123063035368624,-0.1142360143315,348,"sub-006","PLCB"
"Limbic","SomMot",-0.028830341877928,0.130599731887053,-0.160533446292477,420,"sub-006","PLCB"
"Limbic","DorsAttn",-0.0115958247942301,0.137902059623764,-0.153618814991325,312,"sub-006","PLCB"
"Limbic","SalVentAttn",-0.0684144589164831,0.144714764228848,-0.166147749088099,264,"sub-006","PLCB"
"Limbic","Limbic",0.176652259431252,0.283960834117977,-0.109503939733347,66,"sub-006","PLCB"
"Limbic","Cont",0.0211510592734978,0.201370755957088,-0.175833260357403,360,"sub-006","PLCB"
"Limbic","Default",0.164409076988769,0.251750029110039,-0.133947615457488,552,"sub-006","PLCB"
"Limbic","Subcortex",0.0998554043962092,0.183592962388603,-0.144521550561186,384,"sub-006","PLCB"
"Cont","Vis",-0.0506628859665734,0.147988724889727,-0.150503332873626,870,"sub-006","PLCB"
"Cont","SomMot",-0.136211060014338,0.158681052234923,-0.244491757480864,1050,"sub-006","PLCB"
"Cont","DorsAttn",0.0322594622075167,0.269945164443386,-0.21411449024063,780,"sub-006","PLCB"
"Cont","SalVentAttn",0.08828710231294,0.273867379462892,-0.181459694585318,660,"sub-006","PLCB"
"Cont","Limbic",0.0211510592734978,0.201370755957088,-0.175833260357403,360,"sub-006","PLCB"
"Cont","Cont",0.316320676546484,0.383682430498224,-0.112967789315451,435,"sub-006","PLCB"
"Cont","Default",0.108395028887699,0.289086673886538,-0.212632581844644,1380,"sub-006","PLCB"
"Cont","Subcortex",0.107030670307641,0.206904969867789,-0.146893286876648,960,"sub-006","PLCB"
"Default","Vis",0.0286723047589087,0.166840725375496,-0.129488331059436,1334,"sub-006","PLCB"
"Default","SomMot",-0.0411362773342591,0.174037469163295,-0.178742298515994,1610,"sub-006","PLCB"
"Default","DorsAttn",-0.0131984428331109,0.199865683380342,-0.184485289396868,1196,"sub-006","PLCB"
"Default","SalVentAttn",-0.0830960237589588,0.209658783104274,-0.223481369740158,1012,"sub-006","PLCB"
"Default","Limbic",0.164409076988769,0.251750029110039,-0.133947615457488,552,"sub-006","PLCB"
"Default","Cont",0.108395028887699,0.289086673886538,-0.212632581844644,1380,"sub-006","PLCB"
"Default","Default",0.37592384401152,0.457546927565141,-0.17764022640477,1035,"sub-006","PLCB"
"Default","Subcortex",0.169546185028488,0.209438731016368,-0.106270020027504,1472,"sub-006","PLCB"
"Subcortex","Vis",0.109979548000255,0.188504347797433,-0.0995233763598054,928,"sub-006","PLCB"
"Subcortex","SomMot",0.13879039114159,0.233335030304587,-0.124401442204049,1120,"sub-006","PLCB"
"Subcortex","DorsAttn",0.082913781256225,0.173357993841639,-0.121738417417437,832,"sub-006","PLCB"
"Subcortex","SalVentAttn",0.150088377151012,0.217804634295992,-0.115567708571605,704,"sub-006","PLCB"
"Subcortex","Limbic",0.0998554043962092,0.183592962388603,-0.144521550561186,384,"sub-006","PLCB"
"Subcortex","Cont",0.107030670307641,0.206904969867789,-0.146893286876648,960,"sub-006","PLCB"
"Subcortex","Default",0.169546185028488,0.209438731016368,-0.106270020027504,1472,"sub-006","PLCB"
"Subcortex","Subcortex",0.372978201747376,0.408257023221766,-0.106398725345819,496,"sub-006","PLCB"
"Vis","Vis",0.513120163601205,0.517206328871285,-0.0357880376795851,406,"sub-009","LSD"
"Vis","SomMot",0.229753359912587,0.274845586648718,-0.0913032944486651,1015,"sub-009","LSD"
"Vis","DorsAttn",0.0916962026276263,0.211105122543432,-0.129933989640346,754,"sub-009","LSD"
"Vis","SalVentAttn",0.0212482770511101,0.156837872212474,-0.131516000164026,638,"sub-009","LSD"
"Vis","Limbic",-0.0128989591508714,0.134921716424614,-0.141645999168229,348,"sub-009","LSD"
"Vis","Cont",-0.185956336072433,0.0872280283385342,-0.22345222922688,870,"sub-009","LSD"
"Vis","Default",-0.00429616143086634,0.175810221375219,-0.149307389806537,1334,"sub-009","LSD"
"Vis","Subcortex",-0.0265437903811011,0.171605309004123,-0.162726262322219,928,"sub-009","LSD"
"SomMot","Vis",0.229753359912587,0.274845586648718,-0.0913032944486651,1015,"sub-009","LSD"
"SomMot","SomMot",0.39719278808111,0.413613856271709,-0.074912922398613,595,"sub-009","LSD"
"SomMot","DorsAttn",0.169598135915571,0.253281873651988,-0.120013230956538,910,"sub-009","LSD"
"SomMot","SalVentAttn",0.183702900415942,0.266273709023143,-0.12378471200474,770,"sub-009","LSD"
"SomMot","Limbic",-0.100881624101804,0.100756621755215,-0.183431509989577,420,"sub-009","LSD"
"SomMot","Cont",-0.178766499771374,0.097170111519713,-0.228007713234094,1050,"sub-009","LSD"
"SomMot","Default",-0.151913599678764,0.131696156713226,-0.218197872245475,1610,"sub-009","LSD"
"SomMot","Subcortex",0.0159005700671709,0.126039131751421,-0.107588120306079,1120,"sub-009","LSD"
"DorsAttn","Vis",0.0916962026276263,0.211105122543432,-0.129933989640346,754,"sub-009","LSD"
"DorsAttn","SomMot",0.169598135915571,0.253281873651988,-0.120013230956538,910,"sub-009","LSD"
"DorsAttn","DorsAttn",0.335936040141757,0.398147343511708,-0.133923014257613,325,"sub-009","LSD"
"DorsAttn","SalVentAttn",0.144803612333113,0.251114926365944,-0.13869322508777,572,"sub-009","LSD"
"DorsAttn","Limbic",-0.0771772999998241,0.131876820950271,-0.181704360474871,312,"sub-009","LSD"
"DorsAttn","Cont",-0.0269158522274051,0.265133520870955,-0.226871902491293,780,"sub-009","LSD"
"DorsAttn","Default",-0.127438066589629,0.182393197875691,-0.245009561409803,1196,"sub-009","LSD"
"DorsAttn","Subcortex",-0.00619776654806173,0.121752339887974,-0.116934854181044,832,"sub-009","LSD"
"SalVentAttn","Vis",0.0212482770511101,0.156837872212474,-0.131516000164026,638,"sub-009","LSD"
"SalVentAttn","SomMot",0.183702900415942,0.266273709023143,-0.12378471200474,770,"sub-009","LSD"
"SalVentAttn","DorsAttn",0.144803612333113,0.251114926365944,-0.13869322508777,572,"sub-009","LSD"
"SalVentAttn","SalVentAttn",0.295551900013132,0.347934825661035,-0.100230204882133,231,"sub-009","LSD"
"SalVentAttn","Limbic",-0.0781277035204767,0.118492095083376,-0.186846886277901,264,"sub-009","LSD"
"SalVentAttn","Cont",-0.0797760779458249,0.199262313340177,-0.240273100141354,660,"sub-009","LSD"
"SalVentAttn","Default",-0.127448580183253,0.202410574150032,-0.26186962638583,1012,"sub-009","LSD"
"SalVentAttn","Subcortex",0.0484870997089564,0.159869588315807,-0.116233482033569,704,"sub-009","LSD"
"Limbic","Vis",-0.0128989591508714,0.134921716424614,-0.141645999168229,348,"sub-009","LSD"
"Limbic","SomMot",-0.100881624101804,0.100756621755215,-0.183431509989577,420,"sub-009","LSD"
"Limbic","DorsAttn",-0.0771772999998241,0.131876820950271,-0.181704360474871,312,"sub-009","LSD"
"Limbic","SalVentAttn",-0.0781277035204767,0.118492095083376,-0.186846886277901,264,"sub-009","LSD"
"Limbic","Limbic",0.117426381652222,0.206381776973445,-0.102621175195015,66,"sub-009","LSD"
"Limbic","Cont",0.00830293012052367,0.202933438017099,-0.16390940409163,360,"sub-009","LSD"
"Limbic","Default",0.0737655013350304,0.208066913931716,-0.135147807148702,552,"sub-009","LSD"
"Limbic","Subcortex",-0.0290906894952871,0.150254008498535,-0.159963847490779,384,"sub-009","LSD"
"Cont","Vis",-0.185956336072433,0.0872280283385342,-0.22345222922688,870,"sub-009","LSD"
"Cont","SomMot",-0.178766499771374,0.097170111519713,-0.228007713234094,1050,"sub-009","LSD"
"Cont","DorsAttn",-0.0269158522274051,0.265133520870955,-0.226871902491293,780,"sub-009","LSD"
"Cont","SalVentAttn",-0.0797760779458249,0.199262313340177,-0.240273100141354,660,"sub-009","LSD"
"Cont","Limbic",0.00830293012052367,0.202933438017099,-0.16390940409163,360,"sub-009","LSD"
"Cont","Cont",0.199095465414063,0.367271655259323,-0.162848943165952,435,"sub-009","LSD"
"Cont","Default",0.0946655765277198,0.293726149778121,-0.177463543336036,1380,"sub-009","LSD"
"Cont","Subcortex",0.0527945344782884,0.168298284345074,-0.132199276283962,960,"sub-009","LSD"
"Default","Vis",-0.00429616143086634,0.175810221375219,-0.149307389806537,1334,"sub-009","LSD"
"Default","SomMot",-0.151913599678764,0.131696156713226,-0.218197872245475,1610,"sub-009","LSD"
"Default","DorsAttn",-0.127438066589629,0.182393197875691,-0.245009561409803,1196,"sub-009","LSD"
"Default","SalVentAttn",-0.127448580183253,0.202410574150032,-0.26186962638583,1012,"sub-009","LSD"
"Default","Limbic",0.0737655013350304,0.208066913931716,-0.135147807148702,552,"sub-009","LSD"
"Default","Cont",0.0946655765277198,0.293726149778121,-0.177463543336036,1380,"sub-009","LSD"
"Default","Default",0.213411889531824,0.37482751156444,-0.199279597726824,1035,"sub-009","LSD"
"Default","Subcortex",0.0390957024033343,0.15977253159499,-0.122638108421095,1472,"sub-009","LSD"
"Subcortex","Vis",-0.0265437903811011,0.171605309004123,-0.162726262322219,928,"sub-009","LSD"
"Subcortex","SomMot",0.0159005700671709,0.126039131751421,-0.107588120306079,1120,"sub-009","LSD"
"Subcortex","DorsAttn",-0.00619776654806173,0.121752339887974,-0.116934854181044,832,"sub-009","LSD"
"Subcortex","SalVentAttn",0.0484870997089564,0.159869588315807,-0.116233482033569,704,"sub-009","LSD"
"Subcortex","Limbic",-0.0290906894952871,0.150254008498535,-0.159963847490779,384,"sub-009","LSD"
"Subcortex","Cont",0.0527945344782884,0.168298284345074,-0.132199276283962,960,"sub-009","LSD"
"Subcortex","Default",0.0390957024033343,0.15977253159499,-0.122638108421095,1472,"sub-009","LSD"
"Subcortex","Subcortex",0.196461361716826,0.345473747828686,-0.153919113735388,496,"sub-009","LSD"
"Vis","Vis",0.492265406414233,0.554459049268044,-0.146947034027707,406,"sub-009","PLCB"
"Vis","SomMot",0.331818297443426,0.348835119581291,-0.0724349894414519,1015,"sub-009","PLCB"
"Vis","DorsAttn",0.0491463680507414,0.228708210840306,-0.169496581698905,754,"sub-009","PLCB"
"Vis","SalVentAttn",0.102530286938743,0.212194197291138,-0.154117712681783,638,"sub-009","PLCB"
"Vis","Limbic",0.0187148548443597,0.1401836718846,-0.137915988181213,348,"sub-009","PLCB"
"Vis","Cont",-0.108913886687957,0.165650269795053,-0.21290886830355,870,"sub-009","PLCB"
"Vis","Default",-0.0301286660783641,0.185124492611322,-0.183486179650605,1334,"sub-009","PLCB"
"Vis","Subcortex",0.0947367594693044,0.222185677374608,-0.141730002059612,928,"sub-009","PLCB"
"SomMot","Vis",0.331818297443426,0.348835119581291,-0.0724349894414519,1015,"sub-009","PLCB"
"SomMot","SomMot",0.617994627285424,0.620193661139688,-0.0340189105039622,595,"sub-009","PLCB"
"SomMot","DorsAttn",0.0726112273176775,0.281454079913596,-0.169963962514636,910,"sub-009","PLCB"
"SomMot","SalVentAttn",0.150401305352355,0.319120237637048,-0.260851092091582,770,"sub-009","PLCB"
"SomMot","Limbic",-0.00887131987562777,0.138398129979004,-0.134082790456879,420,"sub-009","PLCB"
"SomMot","Cont",-0.180816119414905,0.133812645760137,-0.257609396223031,1050,"sub-009","PLCB"
"SomMot","Default",-0.0618912415946502,0.170224266720923,-0.226912787889144,1610,"sub-009","PLCB"
"SomMot","Subcortex",0.153605778165759,0.265342441553278,-0.16918902717596,1120,"sub-009","PLCB"
"DorsAttn","Vis",0.0491463680507414,0.228708210840306,-0.169496581698905,754,"sub-009","PLCB"
"DorsAttn","SomMot",0.0726112273176775,0.281454079913596,-0.169963962514636,910,"sub-009","PLCB"
"DorsAttn","DorsAttn",0.382864113545362,0.456050663995873,-0.138590058414529,325,"sub-009","PLCB"
"DorsAttn","SalVentAttn",0.144986693620485,0.265035233679305,-0.161472622927186,572,"sub-009","PLCB"
"DorsAttn","Limbic",-0.0784083075077468,0.149104351495783,-0.20057027712048,312,"sub-009","PLCB"
"DorsAttn","Cont",0.0561219055797016,0.298814007711888,-0.211428147714272,780,"sub-009","PLCB"
"DorsAttn","Default",-0.142083334973087,0.190354774110963,-0.251418535294063,1196,"sub-009","PLCB"
"DorsAttn","Subcortex",0.0657891212294713,0.164580740342913,-0.112168845860399,832,"sub-009","PLCB"
"SalVentAttn","Vis",0.102530286938743,0.212194197291138,-0.154117712681783,638,"sub-009","PLCB"
"SalVentAttn","SomMot",0.150401305352355,0.319120237637048,-0.260851092091582,770,"sub-009","PLCB"
"SalVentAttn","DorsAttn",0.144986693620485,0.265035233679305,-0.161472622927186,572,"sub-009","PLCB"
"SalVentAttn","SalVentAttn",0.286911402776257,0.382489040155569,-0.169471815709956,231,"sub-009","PLCB"
"SalVentAttn","Limbic",0.0203268586008715,0.16164286159851,-0.146682963123611,264,"sub-009","PLCB"
"SalVentAttn","Cont",-0.071944371994483,0.228718740244842,-0.276211677256314,660,"sub-009","PLCB"
"SalVentAttn","Default",-0.0734945836897874,0.209766694107503,-0.249624993602205,1012,"sub-009","PLCB"
"SalVentAttn","Subcortex",0.0696305747703596,0.189117976638446,-0.152829710008436,704,"sub-009","PLCB"
"Limbic","Vis",0.0187148548443597,0.1401836718846,-0.137915988181213,348,"sub-009","PLCB"
"Limbic","SomMot",-0.00887131987562777,0.138398129979004,-0.134082790456879,420,"sub-009","PLCB"
"Limbic","DorsAttn",-0.0784083075077468,0.149104351495783,-0.20057027712048,312,"sub-009","PLCB"
"Limbic","SalVentAttn",0.0203268586008715,0.16164286159851,-0.146682963123611,264,"sub-009","PLCB"
"Limbic","Limbic",0.16300687328803,0.276283516342984,-0.163496391988015,66,"sub-009","PLCB"
"Limbic","Cont",-0.0417243873117584,0.198601571068312,-0.200095871405537,360,"sub-009","PLCB"
"Limbic","Default",0.0858147071251301,0.239657805146232,-0.151685006409751,552,"sub-009","PLCB"
"Limbic","Subcortex",0.0103958724954927,0.166652169665238,-0.133359920900673,384,"sub-009","PLCB"
"Cont","Vis",-0.108913886687957,0.165650269795053,-0.21290886830355,870,"sub-009","PLCB"
"Cont","SomMot",-0.180816119414905,0.133812645760137,-0.257609396223031,1050,"sub-009","PLCB"
"Cont","DorsAttn",0.0561219055797016,0.298814007711888,-0.211428147714272,780,"sub-009","PLCB"
"Cont","SalVentAttn",-0.071944371994483,0.228718740244842,-0.276211677256314,660,"sub-009","PLCB"
"Cont","Limbic",-0.0417243873117584,0.198601571068312,-0.200095871405537,360,"sub-009","PLCB"
"Cont","Cont",0.176311567759909,0.364695838403333,-0.160606454736984,435,"sub-009","PLCB"
"Cont","Default",0.0177951605929143,0.277730560080962,-0.219098873843561,1380,"sub-009","PLCB"
"Cont","Subcortex",-0.0159098005664906,0.157465207975376,-0.156572543345741,960,"sub-009","PLCB"
"Default","Vis",-0.0301286660783641,0.185124492611322,-0.183486179650605,1334,"sub-009","PLCB"
